library,category,file_path,iteration,duration_us,status,expected_text,decoded_text
zbar,decoding,./qrcodes/decoding/v2Twitter.png,5,1932,Correct,http://twitter.com/qrcode,http://twitter.com/qrcode
rqrr,decoding,./qrcodes/decoding/v2YouTube.png,1,2180,Correct,http://www.youtube.com/v/B3lrcOhmp9g,http://www.youtube.com/v/B3lrcOhmp9g
rqrr,decoding,./qrcodes/decoding/v2YouTube.png,2,2155,Correct,http://www.youtube.com/v/B3lrcOhmp9g,http://www.youtube.com/v/B3lrcOhmp9g
rqrr,decoding,./qrcodes/decoding/v2YouTube.png,3,2143,Correct,http://www.youtube.com/v/B3lrcOhmp9g,http://www.youtube.com/v/B3lrcOhmp9g
rqrr,decoding,./qrcodes/decoding/v2YouTube.png,4,2312,Correct,http://www.youtube.com/v/B3lrcOhmp9g,http://www.youtube.com/v/B3lrcOhmp9g
rqrr,decoding,./qrcodes/decoding/v2YouTube.png,5,2225,Correct,http://www.youtube.com/v/B3lrcOhmp9g,http://www.youtube.com/v/B3lrcOhmp9g
rxing,decoding,./qrcodes/decoding/v2YouTube.png,1,309,Correct,http://www.youtube.com/v/B3lrcOhmp9g,http://www.youtube.com/v/B3lrcOhmp9g
rxing,decoding,./qrcodes/decoding/v2YouTube.png,2,300,Correct,http://www.youtube.com/v/B3lrcOhmp9g,http://www.youtube.com/v/B3lrcOhmp9g
rxing,decoding,./qrcodes/decoding/v2YouTube.png,3,298,Correct,http://www.youtube.com/v/B3lrcOhmp9g,http://www.youtube.com/v/B3lrcOhmp9g
rxing,decoding,./qrcodes/decoding/v2YouTube.png,4,297,Correct,http://www.youtube.com/v/B3lrcOhmp9g,http://www.youtube.com/v/B3lrcOhmp9g
rxing,decoding,./qrcodes/decoding/v2YouTube.png,5,297,Correct,http://www.youtube.com/v/B3lrcOhmp9g,http://www.youtube.com/v/B3lrcOhmp9g
bardecoder,decoding,./qrcodes/decoding/v2YouTube.png,1,1188,Correct,http://www.youtube.com/v/B3lrcOhmp9g,http://www.youtube.com/v/B3lrcOhmp9g
bardecoder,decoding,./qrcodes/decoding/v2YouTube.png,2,1187,Correct,http://www.youtube.com/v/B3lrcOhmp9g,http://www.youtube.com/v/B3lrcOhmp9g
bardecoder,decoding,./qrcodes/decoding/v2YouTube.png,3,1182,Correct,http://www.youtube.com/v/B3lrcOhmp9g,http://www.youtube.com/v/B3lrcOhmp9g
bardecoder,decoding,./qrcodes/decoding/v2YouTube.png,4,1185,Correct,http://www.youtube.com/v/B3lrcOhmp9g,http://www.youtube.com/v/B3lrcOhmp9g
bardecoder,decoding,./qrcodes/decoding/v2YouTube.png,5,1183,Correct,http://www.youtube.com/v/B3lrcOhmp9g,http://www.youtube.com/v/B3lrcOhmp9g
zbar,decoding,./qrcodes/decoding/v2YouTube.png,1,1963,Correct,http://www.youtube.com/v/B3lrcOhmp9g,http://www.youtube.com/v/B3lrcOhmp9g
zbar,decoding,./qrcodes/decoding/v2YouTube.png,2,1949,Correct,http://www.youtube.com/v/B3lrcOhmp9g,http://www.youtube.com/v/B3lrcOhmp9g
zbar,decoding,./qrcodes/decoding/v2YouTube.png,3,1945,Correct,http://www.youtube.com/v/B3lrcOhmp9g,http://www.youtube.com/v/B3lrcOhmp9g
zbar,decoding,./qrcodes/decoding/v2YouTube.png,4,1956,Correct,http://www.youtube.com/v/B3lrcOhmp9g,http://www.youtube.com/v/B3lrcOhmp9g
zbar,decoding,./qrcodes/decoding/v2YouTube.png,5,1978,Correct,http://www.youtube.com/v/B3lrcOhmp9g,http://www.youtube.com/v/B3lrcOhmp9g
rqrr,decoding,./qrcodes/decoding/v2Location.png,1,1832,Correct,"geo:32.81361685253009,-117.15371310710907","geo:32.81361685253009,-117.15371310710907"
rqrr,decoding,./qrcodes/decoding/v2Location.png,2,1828,Correct,"geo:32.81361685253009,-117.15371310710907","geo:32.81361685253009,-117.15371310710907"
rqrr,decoding,./qrcodes/decoding/v2Location.png,3,1827,Correct,"geo:32.81361685253009,-117.15371310710907","geo:32.81361685253009,-117.15371310710907"
rqrr,decoding,./qrcodes/decoding/v2Location.png,4,1823,Correct,"geo:32.81361685253009,-117.15371310710907","geo:32.81361685253009,-117.15371310710907"
rqrr,decoding,./qrcodes/decoding/v2Location.png,5,1823,Correct,"geo:32.81361685253009,-117.15371310710907","geo:32.81361685253009,-117.15371310710907"
rxing,decoding,./qrcodes/decoding/v2Location.png,1,255,Correct,"geo:32.81361685253009,-117.15371310710907","geo:32.81361685253009,-117.15371310710907"
rxing,decoding,./qrcodes/decoding/v2Location.png,2,248,Correct,"geo:32.81361685253009,-117.15371310710907","geo:32.81361685253009,-117.15371310710907"
rxing,decoding,./qrcodes/decoding/v2Location.png,3,245,Correct,"geo:32.81361685253009,-117.15371310710907","geo:32.81361685253009,-117.15371310710907"
rxing,decoding,./qrcodes/decoding/v2Location.png,4,243,Correct,"geo:32.81361685253009,-117.15371310710907","geo:32.81361685253009,-117.15371310710907"
rxing,decoding,./qrcodes/decoding/v2Location.png,5,243,Correct,"geo:32.81361685253009,-117.15371310710907","geo:32.81361685253009,-117.15371310710907"
bardecoder,decoding,./qrcodes/decoding/v2Location.png,1,994,Correct,"geo:32.81361685253009,-117.15371310710907","geo:32.81361685253009,-117.15371310710907"
bardecoder,decoding,./qrcodes/decoding/v2Location.png,2,977,Correct,"geo:32.81361685253009,-117.15371310710907","geo:32.81361685253009,-117.15371310710907"
bardecoder,decoding,./qrcodes/decoding/v2Location.png,3,978,Correct,"geo:32.81361685253009,-117.15371310710907","geo:32.81361685253009,-117.15371310710907"
bardecoder,decoding,./qrcodes/decoding/v2Location.png,4,977,Correct,"geo:32.81361685253009,-117.15371310710907","geo:32.81361685253009,-117.15371310710907"
bardecoder,decoding,./qrcodes/decoding/v2Location.png,5,990,Correct,"geo:32.81361685253009,-117.15371310710907","geo:32.81361685253009,-117.15371310710907"
zbar,decoding,./qrcodes/decoding/v2Location.png,1,1587,Correct,"geo:32.81361685253009,-117.15371310710907","geo:32.81361685253009,-117.15371310710907"
zbar,decoding,./qrcodes/decoding/v2Location.png,2,1579,Correct,"geo:32.81361685253009,-117.15371310710907","geo:32.81361685253009,-117.15371310710907"
zbar,decoding,./qrcodes/decoding/v2Location.png,3,1574,Correct,"geo:32.81361685253009,-117.15371310710907","geo:32.81361685253009,-117.15371310710907"
zbar,decoding,./qrcodes/decoding/v2Location.png,4,1571,Correct,"geo:32.81361685253009,-117.15371310710907","geo:32.81361685253009,-117.15371310710907"
zbar,decoding,./qrcodes/decoding/v2Location.png,5,1584,Correct,"geo:32.81361685253009,-117.15371310710907","geo:32.81361685253009,-117.15371310710907"
rqrr,decoding,./qrcodes/decoding/v2SMS-Text.png,1,1537,Correct,SMS:555-123-5555,SMS:555-123-5555
rqrr,decoding,./qrcodes/decoding/v2SMS-Text.png,2,1548,Correct,SMS:555-123-5555,SMS:555-123-5555
rqrr,decoding,./qrcodes/decoding/v2SMS-Text.png,3,1600,Correct,SMS:555-123-5555,SMS:555-123-5555
rqrr,decoding,./qrcodes/decoding/v2SMS-Text.png,4,1530,Correct,SMS:555-123-5555,SMS:555-123-5555
rqrr,decoding,./qrcodes/decoding/v2SMS-Text.png,5,1507,Correct,SMS:555-123-5555,SMS:555-123-5555
rxing,decoding,./qrcodes/decoding/v2SMS-Text.png,1,269,Correct,SMS:555-123-5555,SMS:555-123-5555
rxing,decoding,./qrcodes/decoding/v2SMS-Text.png,2,261,Correct,SMS:555-123-5555,SMS:555-123-5555
rxing,decoding,./qrcodes/decoding/v2SMS-Text.png,3,264,Correct,SMS:555-123-5555,SMS:555-123-5555
rxing,decoding,./qrcodes/decoding/v2SMS-Text.png,4,256,Correct,SMS:555-123-5555,SMS:555-123-5555
rxing,decoding,./qrcodes/decoding/v2SMS-Text.png,5,261,Correct,SMS:555-123-5555,SMS:555-123-5555
bardecoder,decoding,./qrcodes/decoding/v2SMS-Text.png,1,771,Correct,SMS:555-123-5555,SMS:555-123-5555
bardecoder,decoding,./qrcodes/decoding/v2SMS-Text.png,2,811,Correct,SMS:555-123-5555,SMS:555-123-5555
bardecoder,decoding,./qrcodes/decoding/v2SMS-Text.png,3,812,Correct,SMS:555-123-5555,SMS:555-123-5555
bardecoder,decoding,./qrcodes/decoding/v2SMS-Text.png,4,762,Correct,SMS:555-123-5555,SMS:555-123-5555
bardecoder,decoding,./qrcodes/decoding/v2SMS-Text.png,5,762,Correct,SMS:555-123-5555,SMS:555-123-5555
zbar,decoding,./qrcodes/decoding/v2SMS-Text.png,1,982,Correct,SMS:555-123-5555,SMS:555-123-5555
zbar,decoding,./qrcodes/decoding/v2SMS-Text.png,2,979,Correct,SMS:555-123-5555,SMS:555-123-5555
zbar,decoding,./qrcodes/decoding/v2SMS-Text.png,3,973,Correct,SMS:555-123-5555,SMS:555-123-5555
zbar,decoding,./qrcodes/decoding/v2SMS-Text.png,4,979,Correct,SMS:555-123-5555,SMS:555-123-5555
zbar,decoding,./qrcodes/decoding/v2SMS-Text.png,5,988,Correct,SMS:555-123-5555,SMS:555-123-5555
rqrr,decoding,./qrcodes/decoding/v2Event.png,1,5006,Correct,"BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT","BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT
"
rqrr,decoding,./qrcodes/decoding/v2Event.png,2,4939,Correct,"BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT","BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT
"
rqrr,decoding,./qrcodes/decoding/v2Event.png,3,4935,Correct,"BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT","BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT
"
rqrr,decoding,./qrcodes/decoding/v2Event.png,4,4935,Correct,"BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT","BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT
"
rqrr,decoding,./qrcodes/decoding/v2Event.png,5,5007,Correct,"BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT","BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT
"
rxing,decoding,./qrcodes/decoding/v2Event.png,1,783,Correct,"BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT","BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT
"
rxing,decoding,./qrcodes/decoding/v2Event.png,2,748,Correct,"BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT","BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT
"
rxing,decoding,./qrcodes/decoding/v2Event.png,3,754,Correct,"BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT","BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT
"
rxing,decoding,./qrcodes/decoding/v2Event.png,4,782,Correct,"BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT","BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT
"
rxing,decoding,./qrcodes/decoding/v2Event.png,5,752,Correct,"BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT","BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT
"
bardecoder,decoding,./qrcodes/decoding/v2Event.png,1,2716,Correct,"BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT","BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT
"
bardecoder,decoding,./qrcodes/decoding/v2Event.png,2,2726,Correct,"BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT","BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT
"
bardecoder,decoding,./qrcodes/decoding/v2Event.png,3,2724,Correct,"BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT","BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT
"
bardecoder,decoding,./qrcodes/decoding/v2Event.png,4,2720,Correct,"BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT","BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT
"
bardecoder,decoding,./qrcodes/decoding/v2Event.png,5,2746,Correct,"BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT","BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT
"
zbar,decoding,./qrcodes/decoding/v2Event.png,1,5225,Correct,"BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT","BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT
"
zbar,decoding,./qrcodes/decoding/v2Event.png,2,5186,Correct,"BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT","BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT
"
zbar,decoding,./qrcodes/decoding/v2Event.png,3,5199,Correct,"BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT","BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT
"
zbar,decoding,./qrcodes/decoding/v2Event.png,4,5198,Correct,"BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT","BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT
"
zbar,decoding,./qrcodes/decoding/v2Event.png,5,5189,Correct,"BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT","BEGIN:VEVENT
SUMMARY: Grand Opening
DTSTART:20110522T000000Z
DTEND:20110522T060000Z
LOCATION:Downtown, Corner of 4th and Market
DESCRIPTION:We are opening our doors!
END:VEVENT
"
rqrr,decoding,./qrcodes/decoding/v3VCard-Encoding.png,1,9062,Correct,"BEGIN:VCARD
VERSION:2.1
N;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:St=C3=A3ndards;Jos=C3=A9
FN;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Jos=C3=A9 St=C3=A3ndards12.03
TITLE;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Pr=C3=AAsident=C3=A9
ORG;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Mus=C3=A9e du St=C3=A2ndards;Service Multim=C3=A9dia
ADR;WORK;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:;;777 South R=C3=ABnault;Anyt=C3=B6wn;St=C3=A3te;99999;C=C3=B4untry
END:VCARD","BEGIN:VCARD
VERSION:2.1
N;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:St=C3=A3ndards;Jos=C3=A9
FN;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Jos=C3=A9 St=C3=A3ndards12.03
TITLE;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Pr=C3=AAsident=C3=A9
ORG;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Mus=C3=A9e du St=C3=A2ndards;Service Multim=C3=A9dia
ADR;WORK;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:;;777 South R=C3=ABnault;Anyt=C3=B6wn;St=C3=A3te;99999;C=C3=B4untry
END:VCARD
"
rqrr,decoding,./qrcodes/decoding/v3VCard-Encoding.png,2,9000,Correct,"BEGIN:VCARD
VERSION:2.1
N;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:St=C3=A3ndards;Jos=C3=A9
FN;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Jos=C3=A9 St=C3=A3ndards12.03
TITLE;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Pr=C3=AAsident=C3=A9
ORG;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Mus=C3=A9e du St=C3=A2ndards;Service Multim=C3=A9dia
ADR;WORK;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:;;777 South R=C3=ABnault;Anyt=C3=B6wn;St=C3=A3te;99999;C=C3=B4untry
END:VCARD","BEGIN:VCARD
VERSION:2.1
N;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:St=C3=A3ndards;Jos=C3=A9
FN;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Jos=C3=A9 St=C3=A3ndards12.03
TITLE;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Pr=C3=AAsident=C3=A9
ORG;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Mus=C3=A9e du St=C3=A2ndards;Service Multim=C3=A9dia
ADR;WORK;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:;;777 South R=C3=ABnault;Anyt=C3=B6wn;St=C3=A3te;99999;C=C3=B4untry
END:VCARD
"
rqrr,decoding,./qrcodes/decoding/v3VCard-Encoding.png,3,8965,Correct,"BEGIN:VCARD
VERSION:2.1
N;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:St=C3=A3ndards;Jos=C3=A9
FN;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Jos=C3=A9 St=C3=A3ndards12.03
TITLE;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Pr=C3=AAsident=C3=A9
ORG;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Mus=C3=A9e du St=C3=A2ndards;Service Multim=C3=A9dia
ADR;WORK;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:;;777 South R=C3=ABnault;Anyt=C3=B6wn;St=C3=A3te;99999;C=C3=B4untry
END:VCARD","BEGIN:VCARD
VERSION:2.1
N;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:St=C3=A3ndards;Jos=C3=A9
FN;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Jos=C3=A9 St=C3=A3ndards12.03
TITLE;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Pr=C3=AAsident=C3=A9
ORG;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Mus=C3=A9e du St=C3=A2ndards;Service Multim=C3=A9dia
ADR;WORK;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:;;777 South R=C3=ABnault;Anyt=C3=B6wn;St=C3=A3te;99999;C=C3=B4untry
END:VCARD
"
rqrr,decoding,./qrcodes/decoding/v3VCard-Encoding.png,4,8987,Correct,"BEGIN:VCARD
VERSION:2.1
N;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:St=C3=A3ndards;Jos=C3=A9
FN;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Jos=C3=A9 St=C3=A3ndards12.03
TITLE;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Pr=C3=AAsident=C3=A9
ORG;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Mus=C3=A9e du St=C3=A2ndards;Service Multim=C3=A9dia
ADR;WORK;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:;;777 South R=C3=ABnault;Anyt=C3=B6wn;St=C3=A3te;99999;C=C3=B4untry
END:VCARD","BEGIN:VCARD
VERSION:2.1
N;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:St=C3=A3ndards;Jos=C3=A9
FN;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Jos=C3=A9 St=C3=A3ndards12.03
TITLE;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Pr=C3=AAsident=C3=A9
ORG;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Mus=C3=A9e du St=C3=A2ndards;Service Multim=C3=A9dia
ADR;WORK;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:;;777 South R=C3=ABnault;Anyt=C3=B6wn;St=C3=A3te;99999;C=C3=B4untry
END:VCARD
"
rqrr,decoding,./qrcodes/decoding/v3VCard-Encoding.png,5,8958,Correct,"BEGIN:VCARD
VERSION:2.1
N;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:St=C3=A3ndards;Jos=C3=A9
FN;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Jos=C3=A9 St=C3=A3ndards12.03
TITLE;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Pr=C3=AAsident=C3=A9
ORG;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Mus=C3=A9e du St=C3=A2ndards;Service Multim=C3=A9dia
ADR;WORK;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:;;777 South R=C3=ABnault;Anyt=C3=B6wn;St=C3=A3te;99999;C=C3=B4untry
END:VCARD","BEGIN:VCARD
VERSION:2.1
N;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:St=C3=A3ndards;Jos=C3=A9
FN;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Jos=C3=A9 St=C3=A3ndards12.03
TITLE;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Pr=C3=AAsident=C3=A9
ORG;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:Mus=C3=A9e du St=C3=A2ndards;Service Multim=C3=A9dia
ADR;WORK;ENCODING=QUOTED-PRINTABLE;CHARSET=UTF-8:;;777 South R=C3=ABnault;Anyt=C3=B6wn;St=C3=A3te;99999;C=C3=B4untry
END:VCARD
"
